id,name,label,address,add_time,cc_email,owner_id,company_id,first_char,owner_name,picture_id,visible_to,active_flag,category_id,delete_time,files_count,notes_count,update_time,country_code,people_count,address_route,address_country,followers_count,won_deals_count,activities_count,address_locality,last_activity_id,lost_deals_count,next_activity_id,open_deals_count,address_subpremise,closed_deals_count,last_activity_date,next_activity_date,next_activity_time,address_postal_code,address_sublocality,email_messages_count,address_street_number,done_activities_count,related_won_deals_count,undone_activities_count,related_lost_deals_count,related_open_deals_count,address_formatted_address,address_admin_area_level_1,address_admin_area_level_2,related_closed_deals_count
1502,Gear Energy,,,2016-12-15 04:29:18,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417400, ""name"": ""Rich Pulles"", ""email"": ""rich@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a346ee1145e4cd3dbd98d01dd329369a"", ""active_flag"": false, ""value"": 1417400}",549622,g,Rich Pulles,,3,True,,,18,3,2023-12-08 13:54:35,,8,,,2,0,48,,27929.0,0,27926.0,0,,0,2020-07-16,2020-08-17,,,,272,,42,0,6,0,0,,,,0
1503,Shackleton Exploration,23247.0,,2016-12-15 04:37:57,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417400, ""name"": ""Rich Pulles"", ""email"": ""rich@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a346ee1145e4cd3dbd98d01dd329369a"", ""active_flag"": false, ""value"": 1417400}",549622,s,Rich Pulles,,3,True,,,0,3,2023-12-08 13:54:48,,1,,,2,0,9,,15665.0,0,27916.0,0,,0,2019-03-04,2020-08-24,,,,61,,8,0,1,0,0,,,,0
1507,Rising Star Resources LTD,,"Altius Center
1000, 500-4th Ave. S.W.
Calgary, Alberta T2P 2V6 United States of America",2016-12-19 16:57:36,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417410, ""name"": ""Robert Proctor"", ""email"": ""rproctor@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""73f723bf6c652ccdc73e85fe6ac83979"", ""active_flag"": false, ""value"": 1417410}",549622,r,Robert Proctor,,3,True,,,2,1,2023-12-08 13:54:50,,3,4 Avenue Southwest,Canada,3,0,0,Calgary,,0,,0,Suite 2500,0,,,,T2P 2V6,,170,500,0,0,0,0,0,"500 4 Ave SW Suite 2500, Calgary, AB T2P 2V6, Canada",Alberta,Division No. 6,0
1508,Caird Operating,,,2017-01-03 15:11:56,ncsmultistagellc@pipedrivemail.com,"{""id"": 2217526, ""name"": ""Jake Butler"", ""email"": ""jjbutler@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 2217526}",549622,c,Jake Butler,,3,True,,,0,1,2021-04-07 17:16:39,,2,,,1,0,9,,25106.0,1,3702.0,0,,2,2020-01-15,2017-01-16,14:00:00,,,0,,5,0,4,0,0,,,,0
1509,Glacier Oil and Gas Corp,,"601 W. 5th Avenue Ste 310 Anchorage, AK 99501",2017-01-04 13:39:53,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,g,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:03:36,,1,,,1,0,4,,5812.0,0,,0,,0,2017-04-18,,,,,0,,4,0,0,0,0,,,,0
1510,S&A Resources,,600 17th Street Ste 750 South Tower Denver Co 80202,2017-01-04 13:49:34,ncsmultistagellc@pipedrivemail.com,"{""id"": 5633205, ""name"": ""Chase Lafferty"", ""email"": ""clafferty@spectrumtracer.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 5633205}",549622,s,Chase Lafferty,,3,True,,,0,6,2021-01-11 18:43:26,,1,,,2,0,2,,6082.0,0,7043.0,0,,0,2017-05-15,2017-07-10,15:00:00,,,0,,1,0,1,0,0,,,,0
1514,"Paloma Operating Company, Inc",,"1100 Louisiana Street, Suite 5100",2017-01-04 20:04:00,ncsmultistagellc@pipedrivemail.com,"{""id"": 5633205, ""name"": ""Chase Lafferty"", ""email"": ""clafferty@spectrumtracer.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 5633205}",549622,p,Chase Lafferty,,3,True,,,0,2,2023-12-08 13:54:35,,2,,,3,0,14,,29126.0,0,,0,,0,2020-06-03,,,,,1,,14,0,0,0,0,,,,0
1516,"Venado Oil & Gas, LLC",,,2017-01-06 02:35:46,ncsmultistagellc@pipedrivemail.com,"{""id"": 8648966, ""name"": ""Christian Pack"", ""email"": ""cpack@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 8648966}",549622,v,Christian Pack,,3,True,,,0,3,2022-03-24 14:00:22,,2,,,1,0,32,,34390.0,1,3735.0,2,,1,2022-03-17,2017-01-16,20:00:00,,,0,,28,0,4,0,0,,,,0
1518,"Virtex Operating Company, Inc.",,,2017-01-06 02:46:32,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,v,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:04:34,,0,,,0,0,1,,3738.0,0,,0,,0,2017-01-09,,,,,0,,1,0,0,0,0,,,,0
1520,Tip Top Oil and Gas,,,2017-01-09 14:21:17,ncsmultistagellc@pipedrivemail.com,"{""id"": 1477486, ""name"": ""Scott Dixon"", ""email"": ""sdixon@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""b05c593d0f27107fc31ba5b5d0e0a7f0"", ""active_flag"": true, ""value"": 1477486}",549622,t,Scott Dixon,,3,True,,,0,0,2018-07-17 22:04:31,,1,,,1,0,1,,3782.0,0,,0,,0,2017-01-03,,,,,0,,1,0,0,0,0,,,,0
1522,Ridgeback Resources Inc.,23249.0,"2800, 525-8th Ave SW  Calgary, AB T2P 1G1",2017-01-09 18:18:40,ncsmultistagellc@pipedrivemail.com,"{""id"": 9079430, ""name"": ""Aaron Nemish"", ""email"": ""anemish@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""d3057e045a682796ef6cb07f3b9de010"", ""active_flag"": false, ""value"": 9079430}",549622,r,Aaron Nemish,,3,True,,,6,11,2023-12-08 13:54:32,,5,8 Avenue Southwest,Canada,2,0,139,Calgary,31041.0,0,29933.0,0,2800,0,2020-10-06,2020-07-16,16:45:00,T2P 1G2,,48,525,134,0,5,0,0,"525 8 Ave SW, Calgary, AB T2P 1G2, Canada",Alberta,Division No. 6,0
1524,Hawkeye Engineering Inc.,,,2017-01-09 22:09:00,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417405, ""name"": ""Dan Schlosser"", ""email"": ""dschlosser@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""c8fb8c22c9c04bca9202e2ef61f0582b"", ""active_flag"": false, ""value"": 1417405}",549622,h,Dan Schlosser,,3,True,,,0,0,2023-12-08 13:54:38,,1,,,1,0,0,,,0,,0,,0,,,,,,17,,0,0,0,0,0,,,,0
1527,Killam Oil Company,,,2017-01-12 15:44:11,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,k,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:03:47,,1,,,0,0,4,,4359.0,0,3876.0,0,,0,2017-02-01,2017-01-16,,,,0,,2,0,2,0,0,,,,0
1528,Chadbourned Ranches Oil & Gas,,,2017-01-12 16:02:28,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,c,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:03:13,,1,,,0,0,2,,3879.0,0,3880.0,0,,0,2017-01-09,2017-01-16,,,,0,,1,0,1,0,0,,,,0
1531,"Redemption Oil and Gas, Sundance Energy",,,2017-01-12 16:27:46,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,r,Derek Ingraham,,3,True,,,0,0,2020-04-13 18:40:31,,1,,,0,0,4,,25463.0,0,,1,,0,2020-01-30,,,,,0,,4,0,0,0,0,,,,0
1532,"Headington Energy Partners, LLC",,,2017-01-12 16:44:33,ncsmultistagellc@pipedrivemail.com,"{""id"": 5621398, ""name"": ""Cody Krupala"", ""email"": ""ckrupala@spectrumtracer.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 5621398}",549622,h,Cody Krupala,,3,True,,,0,3,2020-11-20 20:29:56,,2,,,2,4,27,,30425.0,1,,3,,5,2020-08-18,,,,,0,,27,0,0,0,0,,,,0
1534,Percussion Petroleum Operating,,,2017-01-12 17:48:32,ncsmultistagellc@pipedrivemail.com,"{""id"": 1493863, ""name"": ""Bobby Blanchard"", ""email"": ""bblanchard@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 1493863}",549622,p,Bobby Blanchard,,3,True,,,0,5,2020-04-22 16:47:09,,2,,,2,0,15,,20839.0,0,20659.0,0,,0,2019-06-27,2019-06-19,,,,0,,14,0,1,0,0,,,,0
1537,Northeast Natural Energy LLC,,,2017-01-14 18:18:05,ncsmultistagellc@pipedrivemail.com,"{""id"": 17323050, ""name"": ""Bryan Riffle"", ""email"": ""briffle@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 17323050}",549622,n,Bryan Riffle,,3,True,,,0,0,2023-04-03 19:44:53,,2,,,3,0,91,,34475.0,0,34628.0,1,,0,2022-04-19,2022-10-03,,,,0,,90,0,1,0,0,,,,0
1538,"Double Eagle Operating, LLC",,,2017-01-15 04:19:50,ncsmultistagellc@pipedrivemail.com,"{""id"": 5621398, ""name"": ""Cody Krupala"", ""email"": ""ckrupala@spectrumtracer.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 5621398}",549622,d,Cody Krupala,,3,True,,,1,5,2021-03-31 19:51:04,,1,,,2,0,8,,32425.0,0,,1,,0,2021-03-31,,,,,0,,8,0,0,0,0,,,,0
1540,"Pennsylvania General Energy Company, LLC",,,2017-01-17 18:20:16,ncsmultistagellc@pipedrivemail.com,"{""id"": 3157332, ""name"": ""Nick Jones"", ""email"": ""njones@spectrumtracer.com"", ""has_pic"": 1, ""pic_hash"": ""53240b634b1a234c7bf21850c9316a9f"", ""active_flag"": true, ""value"": 3157332}",549622,p,Nick Jones,,3,True,,,0,0,2023-09-29 13:44:13,,3,,,3,0,36,,33034.0,0,33937.0,2,,0,2021-12-08,2022-09-23,,,,1,,35,0,1,0,0,,,,0
1543,"BATTLECAT OIL & GAS, LLC",,"11391 Meadowglen Lane, Suite D",2017-01-19 16:43:22,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,b,Derek Ingraham,,3,True,,,0,2,2023-12-08 13:54:44,,1,,,1,0,3,,4762.0,0,,0,,0,2017-03-02,,,,,2,,3,0,0,0,0,,,,0
1544,Liberty oilfield services,,,2017-01-20 02:17:03,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,l,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:03:48,,1,,,0,0,2,,6678.0,0,4074.0,0,,0,2017-06-07,2017-01-19,22:15:00,,,0,,0,0,2,0,0,,,,0
1545,Longterm Asset Mgmt,,,2017-01-20 16:29:36,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417415, ""name"": ""Jesse Powell"", ""email"": ""jessep@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""272a1f7f107375f69ed8f42328ca9d30"", ""active_flag"": true, ""value"": 1417415}",549622,l,Jesse Powell,,3,True,,,2,0,2022-01-04 16:04:14,,1,,,2,0,5,,5660.0,0,5662.0,0,,0,2017-04-10,2017-04-21,,,,0,,4,0,1,0,0,,,,0
1546,Sanling Resources,,,2017-01-21 00:08:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417415, ""name"": ""Jesse Powell"", ""email"": ""jessep@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""272a1f7f107375f69ed8f42328ca9d30"", ""active_flag"": true, ""value"": 1417415}",549622,s,Jesse Powell,,3,True,,,2,0,2022-01-04 16:04:14,,2,,,2,0,16,,11934.0,0,5692.0,0,,0,2018-04-30,2017-04-12,,,,0,,14,0,2,0,0,,,,0
1547,Benchmark Engineering,,,2017-01-23 22:05:55,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417415, ""name"": ""Jesse Powell"", ""email"": ""jessep@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""272a1f7f107375f69ed8f42328ca9d30"", ""active_flag"": true, ""value"": 1417415}",549622,b,Jesse Powell,,3,True,,,0,0,2022-01-04 16:04:14,,1,,,3,0,6,,15981.0,0,4198.0,0,,0,2018-10-15,2017-02-06,,,,0,,5,0,1,0,0,,,,0
1552,Lilis Energy Inc.,,,2017-01-31 14:33:12,ncsmultistagellc@pipedrivemail.com,"{""id"": 5633205, ""name"": ""Chase Lafferty"", ""email"": ""clafferty@spectrumtracer.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 5633205}",549622,l,Chase Lafferty,,3,True,,,0,2,2020-04-29 00:45:08,,2,,,2,0,37,,21174.0,0,4238.0,0,,0,2019-08-14,2017-02-02,20:00:00,,,0,,35,0,2,0,0,,,,0
1553,RVP Small Company Targets,,,2017-02-01 17:15:49,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,r,Derek Ingraham,,3,True,,,0,1,2020-04-22 16:47:31,,0,,,0,0,13,,5465.0,0,,0,,0,2017-04-10,,,,,0,,13,0,0,0,0,,,,0
1554,Contango,,,2017-02-01 20:14:44,ncsmultistagellc@pipedrivemail.com,"{""id"": 5633205, ""name"": ""Chase Lafferty"", ""email"": ""clafferty@spectrumtracer.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 5633205}",549622,c,Chase Lafferty,,3,True,,,0,2,2022-06-13 14:00:16,,4,,,3,0,12,,23337.0,1,,0,,1,2019-10-29,,,,,0,,12,0,0,0,0,,,,0
1555,"AJAX Resources, LLC",,,2017-02-01 20:19:52,ncsmultistagellc@pipedrivemail.com,"{""id"": 5633224, ""name"": ""Jake Gifford"", ""email"": ""jgifford@spectrumtracer.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 5633224}",549622,a,Jake Gifford,,3,True,,,0,0,2018-10-23 20:42:12,,2,,,1,0,1,,4342.0,0,,0,,0,2017-01-31,,,,,0,,1,0,0,0,0,,,,0
1556,Unit Petroleum Company,,,2017-02-03 20:43:59,ncsmultistagellc@pipedrivemail.com,"{""id"": 2657508, ""name"": ""Matt Barnes"", ""email"": ""mbarnes@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""963fbb436ec00bb830f98f9b0d80b94c"", ""active_flag"": false, ""value"": 2657508}",549622,u,Matt Barnes,,3,True,,,1,2,2022-06-07 23:03:21,,6,,,1,0,176,,34769.0,1,13484.0,2,,1,2022-06-07,2018-07-30,,,,1,,169,0,7,0,0,,,,0
1557,Nine Ring Energy,,,2017-02-03 22:20:52,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417415, ""name"": ""Jesse Powell"", ""email"": ""jessep@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""272a1f7f107375f69ed8f42328ca9d30"", ""active_flag"": true, ""value"": 1417415}",549622,n,Jesse Powell,,3,True,,,0,2,2022-01-04 16:03:51,,1,,,2,0,27,,12156.0,0,12157.0,0,,0,2018-05-09,2018-05-28,19:45:00,,,0,,26,0,1,0,0,,,,0
1561,Abraxas Petroleum Corporation,,,2017-02-05 22:50:24,ncsmultistagellc@pipedrivemail.com,"{""id"": 5633205, ""name"": ""Chase Lafferty"", ""email"": ""clafferty@spectrumtracer.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 5633205}",549622,a,Chase Lafferty,,3,True,,,0,4,2023-12-08 13:54:44,,2,,,3,0,7,,28761.0,0,4341.0,0,,0,2020-06-01,2017-02-09,,,,1,,5,0,2,0,0,,,,0
1562,JL Resources,,,2017-02-05 22:58:31,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,j,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:03:47,,0,,,0,0,2,,4343.0,0,4344.0,0,,0,2017-01-31,2017-02-14,18:00:00,,,0,,1,0,1,0,0,,,,0
1565,Comstock Oil & Gas,,,2017-02-05 23:27:38,ncsmultistagellc@pipedrivemail.com,"{""id"": 2217526, ""name"": ""Jake Butler"", ""email"": ""jjbutler@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 2217526}",549622,c,Jake Butler,,3,True,,,0,3,2020-11-19 21:55:23,,10,,,1,0,8,,21494.0,0,,2,,0,2019-08-02,,,,,0,,8,0,0,0,0,,,,0
1571,"Elk Meadows Resources, LLC",,,2017-02-06 04:25:49,ncsmultistagellc@pipedrivemail.com,"{""id"": 5296451, ""name"": ""Tom Faurot"", ""email"": ""tfaurot@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 5296451}",549622,e,Tom Faurot,,3,True,,,0,0,2020-07-28 22:05:21,,3,,,3,0,5,,15777.0,0,14588.0,1,,0,2018-10-09,2021-04-20,,,,0,,4,0,1,0,0,,,,0
1572,Sundance Exploration,,,2017-02-06 15:08:49,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,s,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:04:22,,2,,,0,0,3,,3736.0,0,3737.0,0,,0,2017-01-04,2017-01-09,17:00:00,,,0,,1,0,2,0,0,,,,0
1573,"AXIA ENERGY II, LLC",,,2017-02-06 15:12:54,ncsmultistagellc@pipedrivemail.com,"{""id"": 5296451, ""name"": ""Tom Faurot"", ""email"": ""tfaurot@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 5296451}",549622,a,Tom Faurot,,3,True,,,0,4,2022-10-17 18:50:30,,3,,,2,0,10,,35070.0,2,4417.0,0,,2,2022-09-08,2017-02-01,,,,0,,9,0,1,0,0,,,,0
1575,Strath Resources Ltd,,,2017-02-07 22:00:43,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417415, ""name"": ""Jesse Powell"", ""email"": ""jessep@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""272a1f7f107375f69ed8f42328ca9d30"", ""active_flag"": true, ""value"": 1417415}",549622,s,Jesse Powell,,3,True,,,0,1,2023-12-08 13:54:46,,3,,,2,0,27,,11972.0,0,15556.0,0,,0,2018-07-27,2018-10-04,,,,10,,26,0,1,0,0,,,,0
1576,TreadStone Energy Partners II,,,2017-02-10 14:20:13,ncsmultistagellc@pipedrivemail.com,"{""id"": 1493863, ""name"": ""Bobby Blanchard"", ""email"": ""bblanchard@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 1493863}",549622,t,Bobby Blanchard,,3,True,,,0,14,2020-12-17 19:10:26,,9,,,2,2,53,,28458.0,2,13726.0,3,,7,2020-05-21,2018-08-08,,,,0,,50,0,3,0,0,,,,0
1579,Pumpco,,,2017-02-10 21:23:47,ncsmultistagellc@pipedrivemail.com,"{""id"": 1435856, ""name"": ""Eric Schmelzl"", ""email"": ""eric@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""8e189563cab8fcc98447609662640f5c"", ""active_flag"": false, ""value"": 1435856}",549622,p,Eric Schmelzl,,3,True,,,0,0,2017-02-10 21:23:47,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
1580,SPN Well Services,,,2017-02-10 21:24:18,ncsmultistagellc@pipedrivemail.com,"{""id"": 1435856, ""name"": ""Eric Schmelzl"", ""email"": ""eric@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""8e189563cab8fcc98447609662640f5c"", ""active_flag"": false, ""value"": 1435856}",549622,s,Eric Schmelzl,,3,True,,,0,0,2017-02-10 21:24:19,,0,,,0,0,0,,,0,,0,,0,,,,,,0,,0,0,0,0,0,,,,0
1581,IPS Coiled Tubing,,,2017-02-10 21:27:52,ncsmultistagellc@pipedrivemail.com,"{""id"": 1435856, ""name"": ""Eric Schmelzl"", ""email"": ""eric@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""8e189563cab8fcc98447609662640f5c"", ""active_flag"": false, ""value"": 1435856}",549622,i,Eric Schmelzl,,3,True,,,0,1,2018-07-09 21:21:19,,4,,,0,0,1,,4423.0,0,,0,,0,2017-02-10,,,,,1,,1,0,0,0,0,,,,0
1582,"Hanson Minerals, BJ Drehr",,,2017-02-12 02:49:49,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,h,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:03:37,,1,,,0,0,1,,4580.0,0,,0,,0,2017-02-06,,,,,0,,1,0,0,0,0,,,,0
1583,Aurora Resources Corporation,,,2017-02-12 03:00:38,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,a,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:03:02,,2,,,0,0,2,,7261.0,0,,0,,0,2017-07-28,,,,,0,,2,0,0,0,0,,,,0
1587,"COLUMBIA GAS TRANSMISSION, LLC",,,2017-02-13 15:04:01,ncsmultistagellc@pipedrivemail.com,"{""id"": 2059220, ""name"": ""Gavin Reed"", ""email"": ""greed@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""b6d6c0d2b756ec974e7bb4b96f15869c"", ""active_flag"": false, ""value"": 2059220}",549622,c,Gavin Reed,,3,True,,,0,0,2022-09-13 14:12:01,,1,,,2,0,57,,34023.0,0,34476.0,1,,0,2022-03-23,2022-10-21,,,,0,,56,0,1,0,0,,,,0
1588,Petro Edge,,,2017-02-21 21:21:14,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,p,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:04:02,,1,,,0,0,1,,4691.0,0,,0,,0,2017-02-14,,,,,0,,1,0,0,0,0,,,,0
1589,Sanchez Oil & Gas Corporation,,,2017-02-21 21:29:26,ncsmultistagellc@pipedrivemail.com,"{""id"": 1493863, ""name"": ""Bobby Blanchard"", ""email"": ""bblanchard@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 1493863}",549622,s,Bobby Blanchard,,3,True,,,0,0,2020-04-29 00:45:02,,3,,,3,0,15,,21071.0,0,3883.0,0,,0,2019-07-23,2017-02-15,00:00:00,,,0,,12,0,3,0,0,,,,0
1590,Cudd Frac,,,2017-02-21 21:48:11,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,c,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:03:17,,1,,,0,0,1,,4697.0,0,,0,,0,2017-02-17,,,,,0,,1,0,0,0,0,,,,0
1591,J-4 Frac,,,2017-02-21 21:52:01,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,j,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:03:41,,1,,,0,0,1,,4698.0,0,,0,,0,2017-02-17,,,,,0,,1,0,0,0,0,,,,0
1592,Keane Frac,,,2017-02-21 21:55:07,ncsmultistagellc@pipedrivemail.com,"{""id"": 3775635, ""name"": ""Derek Ingraham"", ""email"": ""dingraham@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": false, ""value"": 3775635}",549622,k,Derek Ingraham,,3,True,,,0,0,2018-07-17 22:03:47,,1,,,0,0,1,,4699.0,0,,0,,0,2017-02-17,,,,,0,,1,0,0,0,0,,,,0
1593,Elswick Energy,,,2017-02-22 05:21:19,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417400, ""name"": ""Rich Pulles"", ""email"": ""rich@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a346ee1145e4cd3dbd98d01dd329369a"", ""active_flag"": false, ""value"": 1417400}",549622,e,Rich Pulles,,3,True,,,0,1,2022-01-04 16:03:51,,1,,,2,0,2,,6543.0,0,,0,,0,2018-06-04,,,,,0,,2,0,0,0,0,,,,0
1595,NVP Exploration,,,2017-02-22 17:28:43,ncsmultistagellc@pipedrivemail.com,"{""id"": 1417400, ""name"": ""Rich Pulles"", ""email"": ""rich@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""a346ee1145e4cd3dbd98d01dd329369a"", ""active_flag"": false, ""value"": 1417400}",549622,n,Rich Pulles,,3,True,,,0,0,2022-01-04 16:04:15,,1,,,2,0,3,,5330.0,0,,0,,0,2017-03-28,,,,,0,,3,0,0,0,0,,,,0
1596,SAIT,,,2017-02-27 22:34:26,ncsmultistagellc@pipedrivemail.com,"{""id"": 1435856, ""name"": ""Eric Schmelzl"", ""email"": ""eric@ncsmultistage.com"", ""has_pic"": 1, ""pic_hash"": ""8e189563cab8fcc98447609662640f5c"", ""active_flag"": false, ""value"": 1435856}",549622,s,Eric Schmelzl,,3,True,,,0,0,2020-05-21 20:57:44,,0,,,1,0,1,,4849.0,0,,0,,0,2017-03-13,,,,,0,,1,0,0,0,0,,,,0
