id,name,label,address,add_time,cc_email,owner_id,company_id,first_char,owner_name,picture_id,visible_to,active_flag,category_id,delete_time,files_count,notes_count,update_time,country_code,people_count,address_route,address_country,followers_count,won_deals_count,activities_count,address_locality,last_activity_id,lost_deals_count,next_activity_id,open_deals_count,address_subpremise,closed_deals_count,last_activity_date,next_activity_date,next_activity_time,address_postal_code,address_sublocality,email_messages_count,address_street_number,done_activities_count,related_won_deals_count,undone_activities_count,related_lost_deals_count,related_open_deals_count,address_formatted_address,address_admin_area_level_1,address_admin_area_level_2,related_closed_deals_count
1399,Sherritt,,,2016-08-25 21:02:38,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,2,2021-02-12 20:31:55,,1,,,1,0,1,,1896.0,0,,0,,0,2016-09-12,,,,,0,,1,0,0,0,0,,,,0
1400,Bruington Engineering,,,2016-08-26 21:51:44,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,b,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,3,,,0,0,13,,4608.0,0,,0,,0,2017-02-09,,,,,0,,13,0,0,0,0,,,,0
1401,"Blackbrush O & G, LLC",,,2016-08-26 21:57:25,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,b,API Admin (Do Not Delete),,3,True,,,0,2,2021-02-12 20:31:55,,8,,,6,0,45,,29874.0,0,3898.0,0,,0,2020-07-14,2017-02-06,,,,0,,40,0,5,0,0,,,,0
1404,Hammerhead Resources - formerly CIOC,,,2016-08-29 14:30:19,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,h,API Admin (Do Not Delete),,3,True,,,2,2,2023-09-28 21:37:02,,3,,,5,3,4,,10493.0,3,,19,,6,2018-02-09,,,,,0,,4,0,0,0,0,,,,0
1406,Canyon Creek Energy,,,2016-08-31 15:21:56,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,3,,2316.0,0,,1,,0,2016-10-03,,,,,0,,3,0,0,0,0,,,,0
1408,Midale Petroleum Ltd.,,"249 Moser Ave, Midale, SK, Canada",2016-09-01 22:11:00,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,m,API Admin (Do Not Delete),,3,True,,,2,0,2021-02-12 21:08:24,,1,Moser Avenue,Canada,1,3,12,Midale,8494.0,0,,0,,6,2017-10-16,,,S0C 1S0,,0,249,12,0,0,0,0,"249 Moser Ave, Midale, SK S0C 1S0, Canada",Saskatchewan,Division No. 2,0
1409,Linn Energy,,,2016-09-02 15:29:42,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,l,API Admin (Do Not Delete),,3,True,,,0,2,2021-02-12 20:31:55,,1,,,2,0,10,,8827.0,0,,0,,0,2017-11-09,,,,,0,,10,0,0,0,0,,,,0
1410,Dienerian Resources,,"Calgary, AB, Canada",2016-09-02 17:56:07,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,d,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:56:22,,2,,Canada,2,0,14,Calgary,12694.0,1,21810.0,1,,2,2018-06-13,2020-08-17,,,,24,,13,0,1,0,0,"Calgary, AB, Canada",Alberta,Division No. 6,0
1411,Nevin Fischer Energy Services,,,2016-09-06 00:32:18,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,n,API Admin (Do Not Delete),,3,True,,,1,2,2021-02-12 20:31:55,,0,,,3,0,6,,3212.0,1,,0,,1,2017-01-03,,,,,0,,6,0,0,0,0,,,,0
1415,Seqitur,,,2016-09-08 21:13:06,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,1,0,3,,1994.0,0,,0,,0,2016-09-16,,,,,0,,3,0,0,0,0,,,,0
1416,Ventura Resources Inc.,,,2016-09-12 21:46:32,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,v,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,2,,,3,0,8,,13529.0,2,,0,,2,2018-08-02,,,,,0,,8,0,0,0,0,,,,0
1418,Dubai Petroleum,,,2016-09-15 15:02:23,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,d,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,0,0,2,,1968.0,0,,0,,0,2016-09-19,,,,,0,,2,0,0,0,0,,,,0
1419,Primal Energy,,,2016-09-15 16:20:24,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,p,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,1,,,1,0,9,,6580.0,0,,0,,0,2017-08-01,,,,,0,,9,0,0,0,0,,,,0
1421,Ameredev LLC,,,2016-09-20 15:55:52,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,a,API Admin (Do Not Delete),,3,True,,,0,2,2021-02-12 20:31:55,,1,,,2,0,9,,26385.0,0,,0,,0,2020-03-11,,,,,0,,9,0,0,0,0,,,,0
1422,Serafina Energy Ltd.,,"700 324 8th Avenue Southwest, Calgary, AB, Canada",2016-09-21 20:07:57,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,1,1,2023-11-29 18:19:01,,2,8 Avenue Southwest,Canada,2,0,7,Calgary,11284.0,1,,0,,2,2018-04-05,,,T2P 2Z2,,192,324,7,0,0,0,0,"324 8 Ave SW, Calgary, AB T2P 2Z2, Canada",Alberta,Division No. 6,0
1423,Corridor Resources,,,2016-09-23 16:35:31,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,0,2,2021-02-12 20:31:55,,2,,,3,0,12,,7412.0,1,,0,,1,2017-07-27,,,,,0,,12,0,0,0,0,,,,0
1424,Iron Horse,,,2016-09-23 16:39:59,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,i,API Admin (Do Not Delete),,3,True,,,0,2,2021-02-12 20:31:55,,1,,,3,0,8,,18516.0,1,,0,,1,2019-02-22,,,,,0,,8,0,0,0,0,,,,0
1426,"Cinnabar Operating, LLC",,,2016-09-26 03:02:48,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,2,,,2,0,2,,2140.0,0,2141.0,1,,0,2016-09-21,2016-10-03,,,,0,,1,0,1,0,0,,,,0
1427,Lario Oil and Gas Company,,,2016-09-26 13:27:11,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,l,API Admin (Do Not Delete),,3,True,,,0,3,2023-12-08 09:20:26,,2,,,3,0,28,,30742.0,0,,1,,0,2020-11-17,,,,,0,,28,0,0,0,0,,,,0
1431,Chevron Canada Resources,,"500 5th Avenue SW Connector, Southwest Calgary, Calgary, AB, Canada",2016-09-29 16:57:49,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,8,5,2023-12-08 09:21:45,,9,Bow Trail Southwest,Canada,5,6,121,Calgary,10178.0,3,,1,,17,2019-01-28,,,,,57,,121,0,0,0,0,"Bow Trail SW, Calgary, AB, Canada",Alberta,Division No. 6,0
1433,Consultant,,,2016-09-30 21:39:02,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,1,0,5,,11928.0,0,,0,,0,2018-05-03,,,,,0,,5,0,0,0,0,,,,0
1435,Castelrock Exploration,,,2016-10-03 11:13:36,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,1,,2312.0,0,,0,,0,2016-10-03,,,,,0,,1,0,0,0,0,,,,0
1436,Red Bluff Resources Operating LLC,,,2016-10-03 12:49:27,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,r,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,1,,,3,0,12,,30008.0,0,,1,,0,2020-07-23,,,,,0,,12,0,0,0,0,,,,0
1437,RockPile Energy Services,,,2016-10-03 14:15:00,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,r,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,0,0,1,,2338.0,0,,0,,0,2016-09-29,,,,,0,,1,0,0,0,0,,,,0
1439,Blackstone Capital,,,2016-10-03 14:27:38,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,b,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,0,0,1,,2340.0,0,,0,,0,2016-09-28,,,,,0,,1,0,0,0,0,,,,0
1443,Mount Bastion Oil & Gas Corp.,,"1050-605 5 Ave SW, Calgary, AB T2P 3H5",2016-10-06 20:32:00,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,m,API Admin (Do Not Delete),,3,True,,,4,4,2021-02-12 21:08:57,,5,5 Avenue Southwest,Canada,1,2,37,Calgary,7580.0,2,9169.0,0,,8,2017-08-17,2017-12-07,,T2P 3H5,,57,605,36,0,1,0,0,"605 5 Ave SW, Calgary, AB T2P 3H5, Canada",Alberta,Division No. 6,0
1445,CPX II Operating LLC,,,2016-10-10 03:58:51,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,0,0,1,,2460.0,0,,1,,0,2016-10-12,,,,,0,,1,0,0,0,0,,,,0
1453,Mitsubishi - Diamond Gas Management Canada,,,2016-10-19 20:23:01,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,m,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,2,,2661.0,0,,0,,0,2016-10-24,,,,,0,,2,0,0,0,0,,,,0
1455,EOG China,,,2016-10-19 22:19:07,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,e,API Admin (Do Not Delete),,3,True,,,0,2,2021-02-12 20:31:55,,1,,,1,0,1,,2673.0,0,2673.0,0,,0,2016-10-26,2016-10-26,14:30:00,,,0,,0,0,1,0,0,,,,0
1458,Gazpromneft,,,2016-10-20 17:39:07,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,g,API Admin (Do Not Delete),,3,True,,,1,0,2021-02-12 20:31:55,,1,,,1,0,1,,2678.0,0,2678.0,0,,0,2016-11-11,2016-11-11,,,,0,,0,0,1,0,0,,,,0
1462,YPF,,,2016-10-21 16:25:22,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,y,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,0,0,1,,2700.0,0,2700.0,0,,0,2016-10-27,2016-10-27,13:00:00,,,0,,0,0,1,0,0,,,,0
1463,Chevron Argentina,,,2016-10-21 17:47:25,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,0,1,2023-11-29 18:28:52,,2,,,0,0,2,,2704.0,0,2703.0,0,,0,2016-10-26,2016-10-19,,,,0,,0,0,2,0,0,,,,0
1465,Shell CET Argentina,,,2016-10-24 19:33:36,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,1,,10177.0,0,,0,,0,2019-01-28,,,,,9,,1,0,0,0,0,,,,0
1467,Sifton Petroleum Inc.,,"1100, 700 - 4th Ave SW Calgary, AB T2P 3J4",2016-10-26 02:15:26,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,3,0,2023-11-29 18:12:52,,2,4 Avenue Southwest,Canada,2,1,11,Calgary,28656.0,0,29503.0,2,,2,2020-06-22,2020-09-30,,T2P 3J4,,1,700,10,0,1,0,0,"700 4 Ave SW, Calgary, AB T2P 3J4, Canada",Alberta,Division No. 6,0
1470,Gulf Pine Energy,,,2016-11-03 15:56:47,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,g,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,1,,,3,0,4,,5261.0,1,6690.0,0,,1,2017-03-29,2017-07-05,,,,0,,3,0,1,0,0,,,,0
1472,TransGlobe Energy,,"2300, 250 - 5th Street S.W. Calgary, Alberta, Canada T2P 0R4",2016-11-04 13:57:30,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,t,API Admin (Do Not Delete),,3,True,,,0,9,2023-06-16 21:34:05,,4,5 Street Southwest,Canada,1,7,41,Calgary,28649.0,1,15977.0,13,,12,2020-06-16,2018-11-14,,T2P 0R4,,0,250,39,0,2,0,0,"250 5 St SW, Calgary, AB T2P 0R4, Canada",Alberta,Division No. 6,0
1474,Octane Energy,,,2016-11-07 01:57:10,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,o,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,2,,,1,0,2,,2966.0,0,22575.0,0,,0,2016-10-31,2019-09-20,,,,0,,1,0,1,0,0,,,,0
1475,Bravo Natural Resources,,,2016-11-07 13:47:47,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,b,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,2,,,2,0,18,,16785.0,0,19625.0,0,,0,2019-01-08,2019-05-15,14:45:00,,,0,,15,0,3,0,0,,,,0
1477,Canadian Non Operated Resources,,,2016-11-10 04:11:21,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,1,,3034.0,0,,0,,0,2016-11-10,,,,,0,,1,0,0,0,0,,,,0
1478,Truevine Operating LLC,,,2016-11-14 13:43:52,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,t,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,2,0,2,,3394.0,0,,0,,0,2016-11-28,,,,,0,,2,0,0,0,0,,,,0
1486,Ballard Petroleum Holdings LLC,,,2016-11-22 21:11:44,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,b,API Admin (Do Not Delete),,3,True,,,16,7,2023-11-29 18:26:14,,1,,,3,0,70,,31671.0,0,17265.0,0,,0,2020-12-17,2018-12-10,,,,0,,69,0,1,0,0,,,,0
1488,"Charger Shale Oil Operating, LLC",,,2016-11-28 04:10:49,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,4,1,2021-02-12 20:31:55,,1,,,0,0,9,,23218.0,0,,0,,0,2019-10-24,,,,,0,,9,0,0,0,0,,,,0
1493,Pine Cliff,,,2016-12-01 20:55:07,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,p,API Admin (Do Not Delete),,3,True,,,3,4,2023-11-29 18:18:24,,1,,,4,13,26,,27846.0,2,21815.0,3,,15,2020-04-30,2020-09-28,,,,51,,25,0,1,0,0,,,,0
1494,Teledril,,,2016-12-02 14:06:17,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,t,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,1,0,3,,4384.0,0,,0,,0,2017-02-06,,,,,0,,3,0,0,0,0,,,,0
1495,"Opal Resources II, LLC",,,2016-12-02 14:08:33,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,o,API Admin (Do Not Delete),,3,True,,,0,3,2021-02-12 20:31:55,,3,,,3,0,10,,4395.0,0,,0,,0,2017-02-06,,,,,0,,10,0,0,0,0,,,,0
1496,PEBEX,,,2016-12-05 02:28:26,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,p,API Admin (Do Not Delete),,3,True,,,0,0,2021-02-12 20:31:55,,1,,,0,0,2,,3385.0,0,,0,,0,2016-12-07,,,,,0,,2,0,0,0,0,,,,0
1501,"Discovery Natural Resources, LLC",,,2016-12-13 18:00:20,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,d,API Admin (Do Not Delete),,3,True,,,0,4,2021-02-12 20:31:55,,1,,,3,0,12,,31364.0,0,16887.0,1,,0,2021-01-08,2019-01-07,,,,0,,11,0,1,0,0,,,,0
1502,Gear Energy,,,2016-12-15 04:29:18,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,g,API Admin (Do Not Delete),,3,True,,,18,3,2023-12-08 09:18:48,,9,,,4,4,48,,27929.0,5,27926.0,2,,9,2020-07-16,2020-08-17,,,,272,,42,0,6,0,0,,,,0
1503,Shackleton Exploration,23247.0,,2016-12-15 04:37:57,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,s,API Admin (Do Not Delete),,3,True,,,0,5,2023-12-08 09:19:32,,1,,,3,5,9,,15665.0,5,27916.0,11,,10,2019-03-04,2020-08-24,,,,61,,8,0,1,0,0,,,,0
1507,Rising Star Resources LTD,,"Altius Center
1000, 500-4th Ave. S.W.
Calgary, Alberta T2P 2V6 United States of America",2016-12-19 16:57:36,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,r,API Admin (Do Not Delete),,3,True,,,2,1,2023-12-08 09:20:13,,3,4 Avenue Southwest,Canada,3,1,0,Calgary,,5,,0,Suite 2500,8,,,,T2P 2V6,,180,500,0,0,0,0,0,"500 4 Ave SW Suite 2500, Calgary, AB T2P 2V6, Canada",Alberta,Division No. 6,0
1508,Caird Operating,,,2017-01-03 15:11:56,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,c,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,2,,,1,0,9,,26803.0,0,3702.0,0,,0,2020-03-24,2017-01-16,14:00:00,,,0,,8,0,1,0,0,,,,0
1516,"Venado Oil & Gas, LLC",,,2017-01-06 02:35:46,ncsmultistagecanada@pipedrivemail.com,"{""id"": 1860952, ""name"": ""API Admin (Do Not Delete)"", ""email"": ""bi@ncsmultistage.com"", ""has_pic"": 0, ""pic_hash"": null, ""active_flag"": true, ""value"": 1860952}",7791319,v,API Admin (Do Not Delete),,3,True,,,0,1,2021-02-12 20:31:55,,2,,,2,0,28,,27741.0,0,3735.0,1,,0,2020-04-30,2017-01-16,20:00:00,,,0,,25,0,3,0,0,,,,0
